reviewcontent,score,sentiment
Gina was very thorough and made the entire process simple to follow.  She did an excellent job,1,Positive
Thanks for your help Day!,1,Positive
"Gina was very helpful, patient,  and understandable. I thank her for helping me out every step and making this process very easy and smooth.",1,Positive
"Considering this was my first time purchasing a car, I expected a lot of haggling, unexplained details, and the feeling of being rushed. The experience was quite the opposite. The process was very laid back almost. Jon explained everything and even gave me extra recommendations to think about. He helped me get a lower rate and was constantly updating me on everything. Honestly, I would do the process again. In fact, I've already recommended this to close family members and friends. This was a very chill process, and I am very content with the experience.",1,Positive
They were great! Walked me thru everything and it went smooth! Thanks chance for helping me thru the process!,1,Positive
First time buying car online bought a 2019 Toyota Sienna from Avis and our rep was Zee. She was great and on top of the whole process. Got us through the buying process quickly. Would recommend Tresl,1,Positive
"Kevin L was my representative and he was really knowledgeable. He made the entire process flow smoothly and made our experience beyond pleasant. He was always available and willing to answer any questions we had. I will gladly share my experience with family and friends. Finally, I  highly recommend doing business with Tresl.",1,Positive
Julie was awesome from the start to the end of the loan process,1,Positive
Fantastic experience! Great customer service!,1,Positive
Very knowledgeable,1,Positive
Very well planned and executed.  Thank you - John Swain,1,Positive
"The process was very difficult to purchase my lease buyout. It was my understanding that something that should have taken 1 wk. It took over a month to complete. Several things had to be done twice, because of poor communication.",1,Positive
